,Eventdata
5584,"[[], [], [], [0.09366103261709213, 0.22734633088111877, 0.6789926290512085], 1]"
5585,"[[], [[17.0, 0.5197200641462129, 0.05027398506253817, 0.0, 0, 0.4900675904519283, 0.018250965646996367], 1], [], [0.575072169303894, 0.31579726934432983, 0.10913054645061493], 1]"
5586,"[[], [], [], [0.6262694001197815, 0.1882403939962387, 0.1854902058839798], 1]"
5587,"[[], [[17.0, 0.32354581806497346, 0.048280639557391467, 1.0, 17, 0.19732398506308993, 0.01029403449842896], 0], [], [0.5850918889045715, 0.262886643409729, 0.15202146768569946], 1]"
5588,"[[], [[18.0, 0.387270319645028, 0.02855275033064062, 3.0, 13, 0.26335551554059344, 0.0038204437076874743], 0], [], [0.8348880410194397, 0.03447732701897621, 0.13063466548919678], 1]"
5589,"[[], [[12.0, 0.3879233754061074, 0.0894260449209102, 0.0, 0, 0.29513232132175826, 0.015181545624673562], 1], [], [0.210970938205719, 0.6638855338096619, 0.12514354288578033], 1]"
5590,"[[], [[14.0, 0.40698166564796073, 0.04582658917391394, 2.0, 8, 0.32355227231961947, 0.009053029755561649], 1], [], [0.06490318477153778, 0.3208943009376526, 0.6142024993896484], 1]"
5591,"[[], [], [], [0.09625758975744247, 0.6185827255249023, 0.2851596772670746], 1]"
5592,"[[[22.0, 0.43224929966472303, 0.0911690694434299, 0.0, 0, 0.26116034700547036, 0.01488153651232647], 1], [[22.0, 0.3433459981511651, 0.04447027456207509, 2.0, 14, 0.21326419439809133, 0.00950602894039911], 1], [], [0.053279951214790344, 0.37831294536590576, 0.5684071183204651], 1]"
5593,"[[[12.0, 0.8243093056077161, 0.01059947759793219, 0.0, 0, 0.8212781544335616, 0.004618075180491486], 1], [], [], [0.044593892991542816, 0.18097756803035736, 0.7744285464286804], 1]"
5594,"[[], [], [], [0.1367717981338501, 0.7388195991516113, 0.12440859526395798], 1]"
5595,"[[[14.0, 0.6310660502026468, 0.007473864095928001, 0.0, 0, 0.46425314191342437, 0.008761325088043836], 1], [], [], [0.05577291548252106, 0.2095656394958496, 0.7346614599227905], 1]"
5596,"[[[14.0, 0.37650592416255696, 0.01153549906347778, 2.0, 16, 0.23740616800573727, 0.0023756100738157654], 1], [], [], [0.43203720450401306, 0.45776623487472534, 0.1101965457201004], 1]"
5597,"[[], [[17.0, 0.5100464937537219, 0.050063634583539435, 0.0, 0, 0.43704183659209006, 0.014506598771657298], 1], [], [0.7939913868904114, 0.15779073536396027, 0.04821789637207985], 1]"
5598,"[[], [[17.0, 0.5464194178458299, 0.04462749725949974, 0.0, 0, 0.47650082194061216, 0.011697830758537836], 1], [], [0.05277103930711746, 0.2164495289325714, 0.7307794094085693], 1]"
5599,"[[[15.0, 0.5387980953163712, 0.00968239622834779, 2.0, 10, 0.48025631544034686, 0.002634696080600923], 1], [], [], [0.24139665067195892, 0.5620197653770447, 0.1965835690498352], 1]"
5600,"[[[29.0, 0.5114923603127313, 0.03568782986933535, 0.0, 0, 0.41943345779100355, 0.013295224344424893], 1], [[29.0, 0.39836456790293157, 0.03860879785993304, 3.0, 17, 0.2649963336823327, 0.015166223670512473], 1], [], [0.05823890119791031, 0.16495683789253235, 0.7768042683601379], 1]"
5601,"[[[17.0, 0.3576119037489548, 0.03339994857813976, 2.0, 16, 0.2281515576788968, 0.006011828851015704], 1], [], [], [0.126437708735466, 0.767934262752533, 0.10562803596258163], 1]"
5602,"[[[13.0, 0.6337672728171025, 0.010965316913345636, 1.0, 7, 0.6118413561268794, 0.0032307226825251255], 1], [], [], [0.5931082963943481, 0.22248509526252747, 0.1844066083431244], 1]"
5603,"[[[16.0, 0.48166501226580405, 0.014443937735331177, 1.0, 9, 0.3600201409869084, 0.004215328560744388], 1], [], [], [0.1272008866071701, 0.6746187210083008, 0.19818036258220673], 1]"
5604,"[[[16.0, 0.3616937626661297, 0.04630495069388296, 4.0, 14, 0.27911781021060084, 0.006996473370112029], 1], [[16.0, 0.46974030811808354, 0.0738815424073638, 0.0, 0, 0.3867039853177545, 0.01757129024366413], 1], [], [0.16609381139278412, 0.6625986695289612, 0.1713075041770935], 1]"
5605,"[[[14.0, 0.6236537715930753, 0.039575535209438246, 0.0, 0, 0.5873831294057544, 0.00804031918558295], 1], [], [], [0.1954677700996399, 0.22846882045269012, 0.5760633945465088], 1]"
5606,"[[], [[16.0, 0.4665295837872794, 0.04112772031762238, 0.0, 0, 0.3345087017005934, 0.017216906157430822], 1], [], [0.13834741711616516, 0.7520456314086914, 0.10960693657398224], 1]"
5607,"[[], [[14.0, 0.5489140355456076, 0.052136369996720236, 0.0, 0, 0.4993122731064962, 0.014955472574561998], 1], [], [0.10520612448453903, 0.5480318665504456, 0.3467620313167572], 1]"
5608,"[[[14.0, 0.5247361608088035, 0.022550232664583343, 4.0, 10, 0.4667375064914313, 0.00456589598486357], 1], [], [], [0.05524585396051407, 0.21330825984477997, 0.7314459085464478], 1]"
5609,"[[[16.0, 0.42800504992077093, 0.029048083509447067, 2.0, 22, 0.3615166028648758, 0.008850956496344412], 1], [[16.0, 0.45472452839831323, 0.05054164298252232, 0.0, 0, 0.3567596810317778, 0.012299120424758385], 1], [], [0.2664635181427002, 0.5337204337120056, 0.199816033244133], 1]"
5610,"[[], [[15.0, 0.5074042809649552, 0.045419187791306145, 0.0, 0, 0.3862819517991708, 0.01398032457921845], 1], [], [0.047723062336444855, 0.16141197085380554, 0.7908649444580078], 1]"
5611,"[[[13.0, 0.35983288021907817, 0.013431401923813932, 1.0, 17, 0.2605084526428479, 0.0028103931418555477], 1], [], [], [0.11137914657592773, 0.7485095858573914, 0.1401112824678421], 1]"
5612,"[[], [[9.0, 0.5826356050813138, 0.00911400545715976, 1.0, 5, 0.4992009441152607, 0.004047946033909551], 0], [], [0.05073407292366028, 0.1204979419708252, 0.8287680149078369], 1]"
5613,"[[[17.0, 0.6422830367587052, 0.01986509097941721, 0.0, 0, 0.5925688222760724, 0.009091914021380867], 1], [], [], [0.07227765023708344, 0.18786907196044922, 0.7398532629013062], 1]"
5614,"[[], [[15.0, 0.37054819743845596, 0.08626218387663508, 0.0, 0, 0.24022484098417238, 0.016948515778382463], 1], [], [0.11213653534650803, 0.6199238300323486, 0.26793965697288513], 1]"
5615,"[[], [[11.0, 0.5959388409367354, 0.024827894716233426, 0.0, 0, 0.5326531665352038, 0.006874186483438568], 1], [], [0.3003169298171997, 0.5868875980377197, 0.11279545724391937], 1]"
5616,"[[], [[10.0, 0.5722947189504121, 0.04202036269902517, 0.0, 0, 0.5128756844733177, 0.010143696113539404], 1], [[10.0, 0.49530135219005944, 0.034466112851394774, 2.0, 8, 0.29738206817465745, -429999.1936816411], 1], [0.1476769745349884, 0.5932629108428955, 0.2590601146221161], 1]"
5617,"[[], [[19.0, 0.3278967166839743, 0.05774592786301214, 0.0, 10, 0.20683413895596453, 0.01791570527437862], 1], [], [0.07177536189556122, 0.3733847439289093, 0.5548399090766907], 1]"
5618,"[[[12.0, 0.4208030197885969, 0.01596333903357483, 0.0, 12, 0.3547904612570584, 0.002079926606065574], 1], [], [], [0.40115344524383545, 0.2970859110355377, 0.30176064372062683], 1]"
5619,"[[[10.0, 0.5075552219096415, 0.009603743060727327, 0.0, 12, 0.4732786263179949, 0.0025085053595851133], 1], [], [], [0.1496729552745819, 0.7081440091133118, 0.14218302071094513], 1]"
5620,"[[], [[9.0, 0.4004426652516882, 0.052284905385661454, 2.0, 6, 0.32716304175265915, -692104.977401237], 0], [], [0.23429185152053833, 0.5875481963157654, 0.17815998196601868], 1]"
5621,"[[], [], [], [0.06778541952371597, 0.3381621539592743, 0.5940524339675903], 1]"
5622,"[[], [[7.0, 0.6745760940811802, 0.027028358289063067, 0.0, 0, 0.6501674077350763, 0.015121344545879352], 1], [], [0.7251791954040527, 0.1753227263689041, 0.09949808567762375], 1]"
5623,"[[[14.0, 0.4443840379263371, 0.009589971985692624, 0.0, 12, 0.3448040218206217, 0.0012677083634427442], 1], [[14.0, 0.5279427027216148, 0.04153266637017487, 2.0, 2, 0.48962426890138716, 0.008085019467206429], 1], [], [0.07397300750017166, 0.40388593077659607, 0.5221410393714905], 1]"
5624,"[[], [[18.0, 0.2982427441368635, 0.04354481498508957, 2.0, 12, 0.18283067834576128, 0.004885282717876855], 1], [], [0.049349669367074966, 0.3640075623989105, 0.5866427421569824], 1]"
5625,"[[], [[16.0, 0.42228246313311385, 0.06430209122109694, 0.0, 0, 0.35181214968550745, 0.014186974715118926], 0], [], [0.04587002471089363, 0.2931910753250122, 0.6609389185905457], 1]"
5626,"[[[15.0, 0.5043760613974154, 0.017323103550049807, 3.0, 11, 0.4725752773835821, 0.005592889885293469], 1], [[15.0, 0.3509977787535325, 0.05797527815220826, 0.0, 16, 0.21621373379717332, 0.013308319631838324], 1], [[15.0, 0.5715316331053619, 0.044175292351888495, 0.0, 0, 0.5479758026989298, -425938.87298122485], 0], [0.29086601734161377, 0.6306639909744263, 0.07846998423337936], 1]"
5627,"[[], [[25.0, 0.31889298050355425, 0.043267545202280225, 4.0, 12, 0.2460473254771118, 0.005431454546827646], 1], [], [0.08003606647253036, 0.5215223431587219, 0.3984415829181671], 1]"
5628,"[[], [], [], [0.0588601753115654, 0.17116597294807434, 0.769973874092102], 1]"
5629,"[[[11.0, 0.3764725348681397, 0.029898717426512227, 1.0, 7, 0.3140509772032639, 0.005423465673462726], 1], [[11.0, 0.3455866432112395, 0.03915350745115418, 1.0, 7, 0.21081622192263752, 0.0063795324343309985], 1], [], [0.09588737785816193, 0.38761162757873535, 0.5165010094642639], 1]"
5630,"[[[16.0, 0.621206800630573, 0.007151439638166845, 1.0, 1, 0.5203952895112143, 0.0013797727101672011], 1], [[16.0, 0.5224771483349022, 0.022568873722012887, 2.0, 8, 0.45379276647655287, 0.0038052177020785967], 1], [], [0.07441364973783493, 0.34630656242370605, 0.5792797803878784], 1]"
5631,"[[[17.0, 0.41110167771133516, 0.06821966128129596, 0.0, 0, 0.32005868150004585, 0.016938287271049155], 1], [[17.0, 0.7018387800770356, 0.011117928186787324, 1.0, 9, 0.6939421237272987, 0.004567825580586312], 1], [], [0.06244702637195587, 0.3161730468273163, 0.6213799118995667], 1]"
5632,"[[], [], [], [0.08043546974658966, 0.6798304915428162, 0.2397340089082718], 1]"
5633,"[[[15.0, 0.3489639407677549, 0.04460821316322009, 2.0, 18, 0.21586734499233629, 0.0074917689831810194], 1], [], [], [0.07336454838514328, 0.5443108677864075, 0.38232457637786865], 1]"
5634,"[[], [[10.0, 0.6655802754565909, 0.03120553171755028, 0.0, 0, 0.5884578389136084, 0.005554850497741437], 1], [], [0.05316616967320442, 0.16677525639533997, 0.7800585627555847], 1]"
5635,"[[[18.0, 0.677641218453471, 0.015610071935231541, 0.0, 2, 0.6527948271838471, 0.0032896549225967494], 1], [], [], [0.10864056646823883, 0.30887097120285034, 0.582488477230072], 1]"
5636,"[[], [[17.0, 0.42091333567961253, 0.04384044571127856, 1.0, 9, 0.3288154469885377, 0.012087373824090364], 1], [], [0.1261879801750183, 0.42265209555625916, 0.45115992426872253], 1]"
5637,"[[[17.0, 0.27471512141082316, 0.06481650747463061, 3.0, 19, 0.16293549189427473, 0.007242443147965334], 1], [], [], [0.06745970994234085, 0.46651989221572876, 0.466020405292511], 1]"
5638,"[[[16.0, 0.2771684993902213, 0.05451633749563411, 3.0, 19, 0.15848455453821342, 0.009216403603303752], 1], [], [], [0.27223289012908936, 0.6331080794334412, 0.09465903788805008], 1]"
5639,"[[], [[12.0, 0.5632240437595583, 0.049680531017279504, 0.0, 2, 0.3922326148840992, 0.006275261141234974], 1], [[12.0, 0.3547365423151352, 0.020964326613424133, 1.0, 7, 0.2053089172555, 0.0024830644665917163], 1], [0.16522644460201263, 0.6605954766273499, 0.17417806386947632], 1]"
5640,"[[], [[17.0, 0.38978689531655375, 0.04069801458300772, 3.0, 9, 0.2688172551616489, 0.014235094617509223], 1], [], [0.19087782502174377, 0.6738132238388062, 0.13530898094177246], 1]"
5641,"[[[14.0, 0.6056076868150967, 0.01182782077767254, 4.0, 18, 0.588143362825485, 0.004950055728904157], 1], [], [], [0.8886103630065918, 0.06571030616760254, 0.045679353177547455], 1]"
5642,"[[], [], [], [0.46049755811691284, 0.25618433952331543, 0.2833181321620941], 1]"
5643,"[[[23.0, 0.37366176220870745, 0.01858133382341068, 1.0, 19, 0.2855937187457428, 0.003567584882936817], 1], [], [], [0.19393013417720795, 0.5411561131477356, 0.26491376757621765], 1]"
5644,"[[[29.0, 0.40989032052511865, 0.019275354245191136, 5.0, 15, 0.2795774562822718, 0.0034470069359914673], 1], [], [], [0.6999043822288513, 0.15165631473064423, 0.14843931794166565], 1]"
5645,"[[], [[9.0, 0.49895464419677316, 0.03336988997902009, 0.0, 8, 0.4349346996956505, 0.004334387918272198], 1], [], [0.1090380921959877, 0.5972227454185486, 0.2937391698360443], 1]"
5646,"[[], [[16.0, 0.4550342494138459, 0.0415286617116806, 0.0, 0, 0.3362659245832163, 0.02481176911091982], 1], [], [0.07307274639606476, 0.39162081480026245, 0.535306453704834], 1]"
5647,"[[[17.0, 0.5229994976343456, 0.030191665595010922, 3.0, 13, 0.4992122398797869, 0.013832028545683755], 1], [], [], [0.2428753674030304, 0.6207210421562195, 0.13640356063842773], 1]"
5648,"[[], [[14.0, 0.5529910322821882, 0.018923248686945206, 2.0, 6, 0.5189435763867916, 0.008036809071149648], 1], [], [0.06175782531499863, 0.4832705855369568, 0.454971581697464], 1]"
5649,"[[[16.0, 0.35719251218235926, 0.017096428017417464, 1.0, 9, 0.20762509711980154, 0.004616112214588698], 1], [], [], [0.6835682988166809, 0.22002343833446503, 0.09640826284885406], 1]"
5650,"[[[12.0, 0.4330496949349681, 0.24065265922758677, 0.0, 12, 0.38314007826490126, 15.551760571297255], 1], [[12.0, 0.5010332608600983, 0.025034271147033566, 1.0, 5, 0.37181493486384376, 15.892080145847743], 1], [], [0.05810122936964035, 0.32244470715522766, 0.6194540858268738], 1]"
5651,"[[[31.0, 0.6032754003187999, 0.06182897435652981, 0.0, 0, 0.5661078223707504, 0.010333743847534656], 1], [], [[31.0, 0.25361920211548966, 0.09643874107815814, 3.0, 15, 0.11888716087782962, 0.014146274889404026], 1], [0.08284148573875427, 0.5259758830070496, 0.39118263125419617], 1]"
5652,"[[[11.0, 0.5883653708329275, 0.01780145349148949, 3.0, 3, 0.5360510842764115, 0.00760985364882782], 1], [], [], [0.07701961696147919, 0.3619840741157532, 0.5609962940216064], 1]"
5653,"[[[25.0, 0.5544327428883606, 0.026558605615057403, 1.0, 1, 0.41705822486070593, 0.0036120126782586263], 1], [], [], [0.08241018652915955, 0.535764217376709, 0.38182562589645386], 1]"
5654,"[[], [[14.0, 0.5196977697645813, 0.015111799523127195, 4.0, 10, 0.39156326449650675, 0.002708298318553877], 0], [], [0.8277558088302612, 0.03724407032132149, 0.13500013947486877], 1]"
5655,"[[[16.0, 0.31850799516376915, 0.03471270491109196, 1.0, 21, 0.2152010660423179, 0.008172454555689863], 1], [], [], [0.21463137865066528, 0.6565324068069458, 0.1288362294435501], 1]"
5656,"[[], [[16.0, 0.4684410796897559, 0.05797340268990893, 0.0, 0, 0.3467351796317142, 0.010473822554672883], 1], [[16.0, 0.40394575410173217, 0.11705861090280187, 0.0, 0, 0.23507236672775442, -315579.5336590214], 1], [0.16829682886600494, 0.6796470284461975, 0.15205614268779755], 1]"
5657,"[[[12.0, 0.47148386239146306, 0.01332161675646371, 2.0, 18, 0.43355196195608564, 0.003754502143983002], 1], [], [], [0.12579616904258728, 0.5110016465187073, 0.36320218443870544], 1]"
5658,"[[[13.0, 0.5573794741572863, 0.010263866042713995, 3.0, 17, 0.5348871767391804, 0.002495437919850752], 1], [], [], [0.8106969594955444, 0.045574162155389786, 0.14372886717319489], 1]"
5659,"[[], [[9.0, 0.27831210031465886, 0.09324482029115518, 2.0, 16, 0.16429779880757434, 0.015243647896317465], 1], [], [0.10059501975774765, 0.7262694835662842, 0.17313547432422638], 1]"
5660,"[[[17.0, 0.44594390119969235, 0.027030203327488747, 1.0, 13, 0.40768878213092574, 0.007088024343242879], 1], [], [], [0.2270456999540329, 0.6249027848243713, 0.14805151522159576], 1]"
5661,"[[], [], [], [0.09074912965297699, 0.8272590637207031, 0.08199182152748108], 1]"
5662,"[[[7.0, 0.6398135864763442, 0.01542031612040238, 0.0, 0, 0.5578045448901031, 0.007624239144905684], 1], [], [], [0.04860607534646988, 0.2491472363471985, 0.7022466659545898], 1]"
5663,"[[], [[9.0, 0.6304710211949563, 0.010007994254503974, 0.0, 0, 0.5351753162096018, 0.006682078627452576], 1], [], [0.06032352149486542, 0.4372406005859375, 0.5024358630180359], 1]"
5664,"[[], [[23.0, 0.3340129873994173, 0.0650082826147825, 1.0, 19, 0.19115768905925762, 0.013569111927605024], 1], [], [0.06782574951648712, 0.3109956681728363, 0.6211785674095154], 1]"
5665,"[[[16.0, 0.3710318553186785, 0.030425931871856424, 3.0, 15, 0.339344703157675, 0.008131677374106491], 0], [], [], [0.0582941435277462, 0.3527382016181946, 0.5889676213264465], 1]"
5666,"[[], [[15.0, 0.4195555439199394, 0.07786204809061326, 0.0, 0, 0.3361021945236754, 0.020436332797850145], 1], [], [0.6055004596710205, 0.29778918623924255, 0.09671036899089813], 1]"
5667,"[[[8.0, 0.3567654841893803, 0.031570660772193136, 1.0, 9, 0.1857810308587555, 0.00548824385258207], 1], [], [], [0.06508545577526093, 0.4657287895679474, 0.4691857695579529], 1]"
5668,"[[[14.0, 0.4841216343110244, 0.012448227774539227, 1.0, 9, 0.43080388384908586, 0.0026483852162441823], 1], [[14.0, 0.5607213990039506, 0.05458100681713737, 0.0, 0, 0.514340311918031, 0.014126347924423067], 1], [], [0.2511790096759796, 0.5336484313011169, 0.21517254412174225], 1]"
5669,"[[], [[19.0, 0.38325806180470534, 0.037093573522876885, 1.0, 11, 0.2422682781122191, 0.004170247204158353], 1], [], [0.06997731328010559, 0.5311638116836548, 0.3988588750362396], 1]"
5670,"[[], [[16.0, 0.600144712778014, 0.0483486756777892, 0.0, 0, 0.5789000482978117, 0.010230924977887943], 1], [], [0.7327632308006287, 0.08507291972637177, 0.18216383457183838], 1]"
5671,"[[[10.0, 0.4757069651219632, 0.008993392702668636, 2.0, 8, 0.3391864742870561, 0.0008264563000214816], 1], [[10.0, 0.7346917581329269, 0.01643945028515459, 0.0, 0, 0.7251025409707333, 0.011777746296344265], 1], [], [0.2598322033882141, 0.5293253660202026, 0.21084243059158325], 1]"
5672,"[[[15.0, 0.48863979554201764, 0.01559167091341136, 0.0, 12, 0.4191534280106542, 0.005579391356309665], 1], [], [], [0.05986111983656883, 0.37813329696655273, 0.5620055794715881], 1]"
5673,"[[], [], [], [0.07415807992219925, 0.4614330530166626, 0.46440887451171875], 1]"
5674,"[[[15.0, 0.509604876273613, 0.013311060681077609, 2.0, 8, 0.34957691762607024, 0.00661452168659535], 1], [], [], [0.1471213698387146, 0.7260445356369019, 0.12683406472206116], 1]"
5675,"[[[12.0, 0.35257409812399854, 0.06228085880842362, 1.0, 11, 0.2251219297711576, 0.00881849596444469], 1], [[12.0, 0.40215522486846417, 0.06619158092607455, 0.0, 0, 0.3048472704028499, 0.008624069275242244], 1], [], [0.07499323785305023, 0.4851020574569702, 0.43990468978881836], 1]"
5676,"[[[15.0, 0.3571543679470784, 0.02103639645778119, 1.0, 11, 0.2390508626819866, 0.0029899775707905585], 1], [], [], [0.11736998707056046, 0.47562891244888306, 0.4070011079311371], 1]"
5677,"[[[16.0, 0.44890052625399884, 0.017352625094949146, 0.0, 6, 0.3515525356257612, 0.004696008818112367], 1], [], [], [0.17489807307720184, 0.5491583943367004, 0.2759435474872589], 1]"
5678,"[[[10.0, 0.544521656367275, 0.030871073205527216, 0.0, 0, 0.5096748795937549, 0.010552771191086845], 1], [], [], [0.06099923327565193, 0.2771376073360443, 0.6618631482124329], 1]"
5679,"[[[13.0, 0.9057144100796195, 0.004684837221790793, 0.0, 0, 0.9049365555916333, 0.0021878596909001716], 1], [[13.0, 0.48898558911760914, 0.024251864565227547, 1.0, 5, 0.368060743120862, 0.0052167546806851425], 1], [], [0.1370418518781662, 0.31947168707847595, 0.543486475944519], 1]"
